id,ref_number,name,street,city,state,postalcode,phone,status,tags,created_date,service_lines,comments,tech_comments,scheduling_comments,billing_comments,company_afp_job_number_id
864252461155969,4643705,"A-H-S-T-W Community School District","768 South Maple Street",Avoca,IA,51521,,active,,02/01/2023,,,,,,
1467190058834753,4643907,"Aantilia LLC","701 Tillery Street
Suite 12",Austin,TX,78702,"800-305-9090 Ext. 8265",active,,04/02/2024,,,,,,
2092750803233153,4644100,ABCO,"535 South Front Street",Russell,KS,67665,"(785) 483-3138",active,,06/18/2025,,,,,,
4574685,4574685,"ABP Engineering","440 Regency Parkway Drive",Omaha,NE,68114,"(402) 502-4242",active,,10/11/2021,,,,,,
852813267029505,4643700,"ABRA Auto Body Omaha","8901 F Street",Omaha,NE,68127,"(402) 592-3344",active,,01/24/2023,,,,,,
1110874,1110874,"Abrahams Heating & Air","3606 Lincoln Blvd",Omaha,NE,68131,402-553-3353,active,,10/20/2016,,,,,,
4643332,4643332,"AC Nelsen RV World - Omaha","11818 L Street",Omaha,NE,68137,"(402) 333-1122",active,,11/10/2021,,,,,,
2403632,2403632,"Academy Fire","42 Broadway",Lynbrook,NY,11563,347-473-7259,active,,09/06/2019,,,,,,
1936001565277825,4644039,"Ace Hardware","7949 Towne Center Parkway",Papillion,NE,68046,"(402) 330-0610",active,,02/27/2025,,,,,,
3053846,3053846,"Ace Refrigeration  ","2121 Floyd Boulevard","Sioux City",IA,51104,"712 258-0179",active,,03/09/2020,,,,,,
1110875,1110875,"Ace Rent to Own","3401 Broadway","Council Bluffs",IA,51501,402-515-1800,active,,10/20/2016,,,,,,
1111336,1111336,"Adams & Sullivan","1413 South Washington Street",Papillion,NE,68046,"(402) 339-9550",active,,10/20/2016,,,,,,
2069635,2069635,"Adm Milling Co","540 South Street",Lincoln,NE,68502,"(402) 477-4161",active,,04/22/2019,,,"[2021-Jun-03 10:23:07 Jessie Regier] MUST HAVE BACKGROUND CHECK ETC 2 WEEKS PRIOR TO GOING!!","[2021-Jun-03 10:23:07 Jessie Regier] MUST HAVE BACKGROUND CHECK ETC 2 WEEKS PRIOR TO GOING!!",,
844329858626817,4643691,Admin,"1615 1st Avenue","South Sioux City",NE,68776,,active,,01/18/2023,,,,,,
4233823,4233823,AECI,"2814 South Golden Avenue",Springfield,MO,65807,"(417) 881-1204",active,,06/17/2021,,,,,,
3572155,3572155,"Aero Flex","3147 Jupiter Park Circle",Jupiter,FL,33458,,active,,11/23/2020,,,,,,
1110876,1110876,"AFP Corporation","4905 S 97th St",Omaha,NE,68127,402-733-2800,active,,10/20/2016,,,,,,
3469117,3469117,"Aftershock Adventures LLC","4600 S Lewis Blvd","Sioux City",IA,51106,,active,,10/07/2020,,,,,,
2697777,2697777,"AGas America","1100 Haskins Road","Bowling Green",OH,43402,419-867-8990,active,,01/15/2020,,,,,,
1863808026399041,4644018,"Agri Drain Corporation","1462 340th Street",Adair,IA,50002,"(800) 232-4742",active,,01/07/2025,,,,,,
1110877,1110877,"Agristar Meat & Poultry","1465 Utica Ave",Brooklyn,NY,11234,718-748-1721,active,,10/20/2016,,,,,,
1644566685915905,4643949,"Ahern Fire Protection","10301 South 152nd Street",Omaha,NE,68138,"(800) 532-4376",active,,08/05/2024,,,,,,
1655822394468545,4643956,"Ahern Fire Protection","10301 South 152nd Street",Omaha,NE,68138,"(800) 532-4376",active,,08/13/2024,,,,,,
5057391,4643491,AIS,"P.O. Box 2297","Al Khobar",NU,31952,,active,,03/23/2022,,,,,,
1110878,1110878,"Aksarben Scrap Metal","1001 N 12th St",Omaha,NE,68102,402-341-3796,inactive,,10/20/2016,,,,,,
1189768349304961,4643838,"Aksarben Village Senior Living","1330 South 70th Street",Omaha,NE,68106,"(402) 810-9440",active,,09/19/2023,,,,,,
2040541015385537,4644079,"Alec Hunziker","19649 Deer Run Lane","Council Bluffs",IA,51503,,active,,05/12/2025,,,,,,
2221532,2221532,"All About Kidz Childcare & Preschool","5046 South 153rd Street",Omaha,NE,68137,"(402) 895-4848",active,,06/28/2019,,,,,,
466246463925569,4643522,"All Holy Spirit Church Site",193rd,Omaha,NE,68022,,active,,04/26/2022,,,,,,
1474592,1474592,"All Purpose Construction","7010 South 66th Street","La Vista",NE,68128,402-331-2550,active,,01/03/2018,,,,,,
1110879,1110879,"All Seasons Motorsports","702 Fort Crook Rd",Bellevue,NE,68005,402-731-3866,active,,10/20/2016,,,,,,
1279210193821953,4643862,"All State Communications Inc","5114 Marson Drive","Sauk Rapids",MN,56379,"(320) 203-1511",active,,11/21/2023,,,,,,
1110881,1110881,"Allen Schools","PO Box 190",Allen,NE,68710,402-635-2484,active,,10/20/2016,,,,,,
1111141,1111141,"Alliance Health","10855 S Riverfront Parkway","South Jordan",UT,84095,801-869-7724,active,,10/20/2016,,,,,,
3805391,3805391,"Allied Fire Protection","2845 North Norfolk",Mesa,AZ,85215,480-830-4163,active,,01/22/2021,,,,,,
1133155143549761,4643811,"Allure Eyecare","204 & Laramie Rd",Omaha,NE,68022,,active,,08/10/2023,,,,,,
4214728,4214728,"Aloft Omaha Aksarben Village","6201 Center Street",Omaha,NE,68106,"(402) 819-2500",active,,06/08/2021,,,,,,
1724864363723201,4643981,"ALS Solutions Sdn. Bhd.","10801 Northwest 97th Street",Medley,FL,33178,7862241257,active,,10/01/2024,,,,,,
3433944,3433944,"Amazing Days Child Development Center","6704 South 167th Street",Omaha,NE,68135,"(402) 932-8003",active,,09/10/2020,,,,,,
4517986,4517986,"Ambassadors Worship Center","5417 North 103rd Street",Omaha,NE,68134,"(402) 341-1866",active,,09/22/2021,,,,,,
4309083,4309083,AMCOR.GmbH,"25-27 Ferdinandstraße",Hamburg,NE,D-20095,,active,,07/12/2021,,,,,,
4872580,4643456,"Amecan Inc.","950 Jericho Turnpike",Westbury,NY,11590,"(877) 976-8787",active,,01/14/2022,,,,,,
1111174,1111174,"Ameren UE","PO Box 66892","St Louis",MO,63166,573-324-5508,active,,10/20/2016,,,,,,
1110883,1110883,"American Concrete - Valley","PO Box 318",Valley,NE,68064,402-331-5775,active,,10/20/2016,,,,,,
1039984749118145,4643776,"American Design & Manufacturing Inc","145 Commerce Way","South Windsor",CT,06074,"(860) 282-2719",active,,06/05/2023,,,,,,
2112881403906433,4644108,"American Fire Sprinkler Corporation","4901 8th Street","Great Bend",KS,67530,"(620) 792-1909",active,,07/02/2025,,,,,,
647595912764417,4643618,"American Games","504 34th Avenue","Council Bluffs",IA,51501,"(800) 874-2637",active,,09/01/2022,,,,,,
1110884,1110884,"American Legion 353","PO Box 342",Louisville,NE,68037,402-234-5615,active,,10/20/2016,,,,,,
1379350495831041,4643878,"American Lift & Sign Service","6958 North 97th Circle",Omaha,NE,68122,"(402) 572-1044",active,,01/31/2024,,,,,,
1110885,1110885,"American Payment Q St","8605 Q St",Omaha,NE,68127,402-502-9985,active,,10/20/2016,,,,,,
3659802,3659802,"Americas Best Value Inn Missouri Valley","3167 Joliet Avenue","Missouri Valley",IA,51555,"(712) 642-4788",active,,12/09/2020,,,,,,
3509236,3509236,"AmericInn by Wyndham Omaha","9720 West Dodge Road",Omaha,NE,68114,"(402) 391-5300",active,,11/11/2020,,,,,,
1326252,1326252,"Ameritex Services","1321 South 20th Street",Omaha,NE,68108,"(402) 592-4975",active,,07/07/2017,,,,,,
129354705420241,4643509,"Amherst Public Schools",123,Amherst,NE,68812,"(308) 826-3131",active,,04/11/2022,,,,,,
981825935113473,4643757,"AMS Industries, LLC","1813 Associates Lane, Ste. A",Charlotte,NC,28217,"7043768500 X 806",active,,04/25/2023,,,,,,
4149150,4149150,"Amsted Rail Company, Inc.","311 South Wacker Drive",Chicago,IL,60606,"(312) 922-4501",active,,05/05/2021,,,,,,
1189714941565441,4643836,"Ancho & Agave","17110 Davenport Street",Omaha,NE,68154,,active,,09/19/2023,,,,,,
1191291303487425,4643839,"Anchor Point Daycare","????? N. 169th St.",Omaha,NE,,,active,,09/20/2023,,,,,,
1111192,1111192,"Angelhaus Yankton","300 E 6th St",Yankton,SD,57078,605-665-1559,active,,10/20/2016,,,,,,
3177068,3177068,"Anna Marie Spargo","5034 South 95th Circle",Omaha,NE,68127,4023-39-1679,active,,05/18/2020,,,,,,
1399247788030913,4643884,"Antelope County","709 U.S. 275",Neligh,NE,68756,"(402) 887-5252",active,,02/14/2024,,,,,,
1110886,1110886,"Anytime Inc","2211 People Rd",Bellevue,NE,68005,402-731-4000,active,,10/20/2016,,,,,,
1230734935442945,4643852,"AOI Corporation","8801 South 137th Circle",Omaha,NE,68138,"(402) 896-5520",active,,10/18/2023,,,,,,
1110887,1110887,"Apple Orchard Daycare","137 N Jefferson",Papillion,NE,68046,402-827-7537,active,,10/20/2016,,,,,,
2383049544275009,4644190,"Applewood Pointe Apartments","9510 Park Drive",Omaha,NE,68127,402-331-0384,active,,01/09/2026,,,,,,
3643168,3643168,"APR Energy","3600 Port Jacksonville Parkway",Jacksonville,FL,32226,"(904) 223-8488",active,,12/06/2020,,,,,,
1111337,1111337,"Apria Healthcare","10156 L Street",Omaha,NE,68127,"(402) 731-0346",active,,10/20/2016,,,,,,
1110980,1110980,"April Kane","5310 S 52nd St",Omaha,NE,68117,402-731-7929,active,,10/20/2016,,,,,,
1368140089862849,4643876,"APS FireCo Tulsa","8301 East 51st Street",Tulsa,OK,74145,"(918) 258-9666",active,,01/23/2024,,,,,,
2377595896102017,4644187,"Aquinas Early Learning Center","622 J Street","David City",NE,68632,402-367-3062,active,,01/05/2026,,,,,,
2377587700761217,4644185,"Aquinas Elementary School","1026 North 5th Street","David City",NE,68632,402-367-3669,active,,01/05/2026,,,,,,
3867486,3867486,"Aquinas High School","3420 Nebraska 15","David City",NE,68632,"(402) 367-3175",active,,02/04/2021,,,,,,
459440160165121,4643521,"Arbor Links","6038 H Road","Nebraska City",NE,68410,"(402) 873-4334",active,,04/21/2022,,,,,,
1110889,1110889,"Arborview Apartments","1406 Cobblestone Lane Cir",Bellevue,NE,68005,816-531-8100,active,,10/20/2016,,,,,,
1110890,1110890,"Arby's Elkhorn","20406 Cumberland",Elkhorn,NE,68022,402-289-2500,active,,10/20/2016,,,,,,
4142034,4142034,"Archer Daniels Midland Company","5754 Locust Road Southwest","Cedar Rapids",IA,52404,319-398-0743,active,,05/04/2021,,,,,,
772185252748545,4643669,"Arion Energy Services Ltd","Level 5, Suite 4 & 5, Dominion Plaza",Lagos,LA,106104,"+2347031883862 ",active,,11/28/2022,,,,,,
4662874,4643433,"Arlington City Hall & Clerk","245 North 2nd Street",Arlington,NE,68002,,active,,11/12/2021,,,,,,
1110891,1110891,"Arlington Place","800 Ratliff Ln","Red Oak",IA,51566,"319-363-6105 x 38",active,,10/20/2016,,,,,,
1355518,1355518,"Arnold Motor Supply","1802 E 4th St","Sioux City",IA,51101,,active,,08/14/2017,,,,,,
3807367,3807367,"Arrow Stage Lines","4220 South 52nd Street",Omaha,NE,68117,"(402) 731-1900",active,,01/26/2021,,,,,,
1110892,1110892,"Arrow Towing","505 South 15th Street","Council Bluffs",IA,51501,"(712) 323-7907",active,,10/20/2016,,,,,,
1110893,1110893,"Arrow Towing ","3112 South 67th Street",Omaha,NE,68106,"(402) 553-1700",active,,10/20/2016,,,,,,
1110894,1110894,"Ash Grove Cement Company","16215 Highway 50",Louisville,NE,68037,402-234-4838,active,,10/20/2016,,,,,,
2183414067543169,4644140,"Ashland Brewing Company","810 South 9th Avenue",Ashland,NE,68003,"(402) 944-2739",active,,08/21/2025,,,,,,
1111338,1111338,"Ashland Gazette","PO Box 127",Ashland,NE,68003,402-944-3397,active,,10/20/2016,,,,,,
1567654,1567654,ASI,"3336 South 66th Avenue Circle",Omaha,NE,68106,"(402) 391-5693",pending,,02/09/2018,,,,,,
2152350333810689,4644126,"Asia Trade Network (Thailand) Co., Ltd","20/20 Moo5 Bangpoon","Muang Pathumthani - Thailand",NE,12000,+66(0)21251200,active,,07/30/2025,,,,,,
469125362958145,4643524,"AsiaTrade Network (Thailand) Co., Ltd","20/20 Moo5 Bangpoon","Muang Pathumthani - Thailand",NE,12000,+66(0)21251200,active,,04/28/2022,,,,,,
469203221711873,4643525,"Associated Fire Protection",Unknow,"Offut AFB",NE,68113,,active,,04/28/2022,,,,,,
1102058734977345,4643799,"Associated Fire Protection","4905 South 97th Street",Omaha,NE,68127,,active,,07/19/2023,,,,,,
1221139,1221139,"Associated Fire Protection","4905 South 97th Street",Omaha,NE,68127,"(402) 733-2800",inactive,,02/01/2017,,,,,,
1457468,1457468,"Associated Fire Protection","4905 South 90th Street",Omaha,NE,68127,402-733-2800,active,,12/21/2017,,,,,,
1685844,1685844,"Associated Fire Protection","4905 S. 97th Street",Omaha,NE,68127,4027332800,active,,05/08/2018,,,,,,
1447491,1447491,"Associated Fire Protection Inc - NJ","100 Jackson Street",Paterson,NJ,07501,"(973) 684-4500",active,,12/04/2017,,,,,,
1110895,1110895,"Assumption Ukranian","2301 S 16th St",Omaha,NE,68108,402-731-7740,active,,10/20/2016,,,,,,
1111006,1111006,"Athletico Physical Therapy","Resource Center-Acct Payable 709 Enterprise Dr","Oak Brook",IL,60523,630-575-6200,inactive,,10/20/2016,,,,,,
1953755,1953755,"Athletico Physical Therapy","2122 York Rd Suite 300","Oak Brook",IL,60523,,active,,01/07/2019,,,,,,
2006431380436865,4644069,"Attitude On Food","7758 Cass Street",Omaha,NE,68114,"(402) 341-3663",active,,04/18/2025,,,,,,
4902500,4643458,"Aurreko Ltda","Calle J. Vazquez Ledesma Nro. 2881 of.202","Montevideo CP ",NU,11300,59827115579,active,,01/26/2022,,,,,,
520313047898433,4643562,"Auto Kraft Body & Paint Inc","712 West Cornhusker Highway",Lincoln,NE,68521,"(402) 474-2344",active,,06/03/2022,,,,,,
1111315,1111315,"Automatic Building Controls","4300 W 61st St N","Sioux Falls",SD,57107,605-528-6483,active,,10/20/2016,,,,,,
2014063,2014063,"Automatic Fire Controls","8940 West 192nd Street",Mokena,IL,60448,"(708) 333-4130",active,,02/26/2019,,,,,,
1111339,1111339,"Automatic Printing","1713 Cuming St",Omaha,NE,68102,402-341-2351,active,,10/20/2016,,,,,,
1110896,1110896,"Automotive Auto Supply","1802 E 4th St","Sioux City",IA,51101,712-258-0565,active,,10/20/2016,,,,,,
1110897,1110897,"Autumn Point Assisted Living","501 N 13th St","Fort Calhoun",NE,68023,402-468-4700,active,,10/20/2016,,,,,,
2377593901427841,4644186,"Avoca Public Safety","1313 Sawmill Drive","Avoca ",IA,51521,,active,,01/05/2026,,,,,,
2377598454567297,4644188,"Avoca Public Safety","1313 Sawmill Drive",Avoca,IA,51521,,active,,01/05/2026,,,,,,
1110899,1110899,"Avoca Super Foods","212 W Wood",Avoca,IA,51521,712-343-2678,active,,10/20/2016,,,,,,
4009693,4009693,"Ayer Offshore SDN BHD","H-8-3A, Level 8, Block H, Aeropod Commercial Square, Jalan Aeropod Off Jalan Kepayan","Kota Kinabalu",NU,88200,,active,,03/15/2021,,,,,,
1111215,1111215,"Azria Health Midtown","910 South 40th Street",Omaha,NE,68105,"(402) 342-2015",inactive,,10/20/2016,,"[2018-Oct-18 15:36:26 Shelly Philbin] Went with another company 6/1/18",,,,
4381702,4381702,"B Douglas Construction Solutions","20816 West Gruenther Road, Ste 101",Gretna,NE,68028,402-885-8505,active,,08/17/2021,,,,,,
1766884,1766884,"B K Construction","2415 Sandy Lane",Bellevue,NE,68123,"(402) 291-5184",active,,07/23/2018,,,,,,
1766978,1766978,"B K Construction","2415 Sandy Lane",Bellevue,NE,68123,"(402) 291-5184",active,,07/23/2018,,,,,,
528561099120897,4643569,"B-D Construction Inc","2154 East 32nd Avenue",Columbus,NE,68601,"(402) 564-1225",active,,06/09/2022,,,,,,
1138659880379969,4643813,"Baby Blue","16939 Wright Plaza",Omaha,NE,68130,"(402) 547-5959",active,,08/14/2023,,,,,,
2981725,2981725,"Backyard Playworld","11808 Standing Stone Drive",Gretna,NE,68028,"(402) 392-1869",active,,02/10/2020,,,,,,
861692440059585,4643704,"Bailey Pointe at Plattsmouth","1913 Hwy 34 East",Plattsmouth,NE,68048,402-296-5133,active,,01/30/2023,,,,,,
2169523743107713,4644132,"Baker Funeral Home","3224 North Tyler Road",Wichita,KS,67205,"(316) 223-1140",active,,08/11/2025,,,,,,
871519103834113,4643711,"Bancroft Rosalie High School","708 Main Street",Bancroft,NE,68004,"(402) 648-3336",active,,02/06/2023,,,,,,
1575992654928833,4643935,"Bank of America","4358 Dodge Street",Omaha,NE,68131,,active,,06/18/2024,,,,,,
1150134183733441,4643823,"Bankers Trust","19202 Davenport Street",Omaha,NE,68022,"(402) 408-1880",active,,08/22/2023,,,,,,
459426347443521,4643520,"BANYAN Medical Systems","910 North 96th Street",Omaha,NE,68114,"(402) 403-4400",active,,04/21/2022,,,,,,
1110900,1110900,"Barnhart Press","2600 Farnam St",Omaha,NE,68131,402-341-1322,active,,10/20/2016,,,,,,
1110901,1110901,"Barrett Auto (NAPA Auto)","401 S Locust St",Glenwood,IA,51543,402-306-5014,active,,10/20/2016,,,,,,
1183010,1183010,"Barrett Auto Center Inc","401 South Locust Street",Glenwood,IA,51534,"(712) 527-5525",active,,01/04/2017,,,,,,
1111125,1111125,"Barrett Auto Sales","401 S Locust St",Glenwood,IA,51543,402-306-5014,active,,10/20/2016,,,,,,
2685141,2685141,"Barrette Outdoor Living","7830 Freeway Road","Middleburg Heights",OH,44130,438-770-1013,active,,01/09/2020,,"[2022-Mar-31 09:25:56 Shelly Philbin] Formerly Madden Manufacturing",,"[2022-Mar-28 13:04:48 Trish Suponchick] Suppression inspection is based on 10 hrs.",,
1110902,1110902,"Barry O's","410 S 10th St",Omaha,NE,68102,402-341-8032,active,,10/20/2016,,,,,,
1110903,1110903,"Baxter Apartments","3620 Pacific St",Omaha,NE,68105,503-901-0219,active,,10/20/2016,,,,,,
1582800,1582800,"Baxter Auto Body West Dodge","845 North 177th Circle",Omaha,NE,68118,"(402) 493-3397",active,,03/08/2018,,,,,,
1301308,1301308,"Baxter Chrysler Dodge Jeep Ram Bellevue","7713 S 19th St",Bellevue,NE,68147,"(402) 934-2886",active,,06/05/2017,,,,,,
527228001038657,4643568,"Baxter Construction","445 South 193rd Plaza",Omaha,NE,68022,,active,,06/08/2022,,,,,,
3448630,3448630,"Baxter-Kenworthy Electric","4600 South 76th Circle",Omaha,NE,68127,"(402) 339-2270",active,,09/28/2020,,,,,,
827390974682113,4643684,"Baymont by Wyndham Bellevue/Omaha","305 Fort Crook Road North",Bellevue,NE,68005,"(402) 293-1600",active,,01/06/2023,,,,,,
1110904,1110904,"Bayswater Peaking Facility","PO Box 88808","North Palm Beach",FL,33408,"732-651-0606 x 270",active,,10/20/2016,,,,,,
1111928953795265,4643802,"Bbt Contracting","7515 North 155th Terrace",Bennington,NE,68007,,active,,07/26/2023,,,,,,
1111231,1111231,"BBU Inc","PO Box 901027","Fort Worth",TX,76101,817-615-3195,active,,10/20/2016,,,,,,
2471898,2471898,"BC Contracting","700 South 7th Street",Fargo,ND,58103,7013563010,active,,10/02/2019,,,,,,
1973992035624513,4644060,"Bear Creek","14455 Harrison Street",Omaha,NE,68138,"(402) 714-0626",active,,03/26/2025,,,,,,
1110905,1110905,"Beardmore Chevrolet","418 Fort Crook Road North",Bellevue,NE,68005,"(402) 734-2525",active,,10/20/2016,,,,,,
4377339,4377339,"Beardmore Hyundai","1203 Fort Crook Road North",Bellevue,NE,68005,"(402) 905-2277",active,,08/12/2021,,,,,,
1265137,1265137,"Beardmore Subaru","410 Fort Crook Road North",Bellevue,NE,68005,"(402) 734-2525",active,,04/18/2017,,,,,,
5072497,4643499,"Becon Inc","522 Cottage Grove Road",Bloomfield,CT,06002,"(860) 528-9641",active,,03/29/2022,,,,,,
985951747099073,4643760,"Behaven Kids","8922 Cuming Street",Omaha,NE,68114,"(402) 926-4373",active,,04/28/2023,,,,,,
1110922,1110922,"Bekins Fire & Safety","3400 Hwy 75 N","Sioux City",IA,51105,712-258-1080,active,,10/20/2016,,,,,,
1110906,1110906,"Bell Memorial Funeral Chapel","2202 Hancock St",Bellevue,NE,68005,402-291-1800,active,,10/20/2016,,,,,,
1821633,1821633,"Bellevue University","1000 Galvin Road South",Bellevue,NE,68005,"(402) 293-2000",active,,09/17/2018,,,,,,
1110911,1110911,"Bemis Center for Contemporary Arts","724 S 12th St",Omaha,NE,68102,"402-341-7130 x 10",active,,10/20/2016,,,,,,
3992833,3992833,"Bennett International Corporation","7100 Northwest 12th Street",Miami,FL,33126,"(305) 418-4192",active,,03/04/2021,,,,,,
1243543838336641,4643855,"Benson Commons","3102 North 60th Street",Omaha,NE,68104,"(402) 249-1610",active,,10/27/2023,,,,,,
1111340,1111340,"Benson Machine","1604 Fort Street",Omaha,NE,68110,402-551-5544,active,,10/20/2016,,,,,,
4557970,4557970,"Berendsen Fluid Power","8300 Cypress Creek Parkway",Houston,TX,77070,"(281) 820-0077",active,,10/05/2021,,,,,,
4597557,4597557,"Bern Power Company LLC","208 Court Street","Sioux City",IA,51101,,active,,10/22/2021,,,,,,
3728875,3728875,"Best Western Crossroads of the Bluffs","2216 27th Avenue","Council Bluffs",IA,51501,"(712) 322-3150",active,,12/21/2020,,,,,,
1110912,1110912,"Best Western White House Inn","305 N Fort Crook Rd",Bellevue,NE,68005,402-293-1600,active,,10/20/2016,,,,,,
1111341,1111341,"Bethlehem Deaf Lutheran","5074 Lake St",Omaha,NE,68104,402-558-5642,active,,10/20/2016,,,,,,
982990412464833,4643758,"Bhayana Brothers","65 West Manilla Avenue",Pittsburgh,PA,15220,"(412) 921-7424",active,,04/26/2023,,,,,,
1184118104816769,4643834,"Biaha Fulton Astro","6498 Jade Road",Fulton,MO,65251,,active,,09/15/2023,,,,,,
4165608,4165608,"Bierman Contracting Inc","2560 East 29th Avenue",Columbus,NE,68601,"(402) 564-4749",active,,05/14/2021,,,,,,
1110913,1110913,"Big Moma's Tiny Tot Daycare","2537 Patrick Ave",Omaha,NE,68111,402-905-2427,active,,10/20/2016,,,,,,
1546525807650433,4643923,"Big Omaha Fitness","8529 Frederick Street",Omaha,NE,68124,"(402) 909-3660",active,,05/28/2024,,,,,,
3963807,3963807,"Big Red Fire Protection","2115 South 156th Circle",Omaha,NE,68130,"(402) 933-4211",active,,02/25/2021,,,,,,
1536448249214913,4643917,"Big Red Fireworks","1660 East 23rd Street",Fremont,NE,68025,,active,,05/21/2024,,,,,,
1536450243715969,4643918,"Big Red Fireworks","1660 East 23rd Street",Fremont,NE,68025,,active,,05/21/2024,,,,,,
1110914,1110914,"Big Sandy Peaker Plant","PO Box 415",Kenova,WV,25530,304-453-3777,active,,10/20/2016,,,,,,
1265305,1265305,"Bill Roskins","4359 Far Hills Lane",Omaha,NE,68152,,active,,04/18/2017,,,,,,
1110915,1110915,"Billys 66","2659 W Broadway","Council Bluffs",IA,51501,712-323-2513,inactive,,10/20/2016,,,,,,
520245247739969,4643561,"Bison Inc","603 L Street",Lincoln,NE,68508,"(800) 247-7668",active,,06/03/2022,,,,,,
1776225,1776225,"Black Duct Partners LLC","55 Jewelers Park Drive
Suite 500",Neenah,WI,54956,,active,,08/08/2018,,,,,,
1110916,1110916,"Blaha Service","403 W Mission",Bellevue,NE,68005,402-291-1775,active,,10/20/2016,,,,,,
3096054,3096054,"Block Electrical Contracting, Inc.","PO Box 444",Springfield,NE,68059,"(402) 253-3030",active,,04/02/2020,,,,,,
4715455,4643444,"Bloomfield Forum","9804 Nicholas Street",Omaha,NE,68114,,active,,12/07/2021,,,,,,
1111021,1111021,"Blue Patriot Fab","1875 Ida Street",Omaha,NE,68112,402-451-0674,active,,10/20/2016,,,,,,
3497277,3497277,"Bluebird Flats","520 Nebraska Street #233","Sioux City",IA,51101,(402)960-0907,active,,11/04/2020,,,,,,
3390020,3390020,"Bluebird Montessori Preschool and Daycare","8623 Brentwood Drive","La Vista",NE,68128,"(402) 287-4717",active,,08/28/2020,,,,,,
1110918,1110918,"Bluffs Tower","38 Pearl St","Council Bluffs",IA,51503,712-322-9392,active,,10/20/2016,,,,,,
990425160168257,4643763,"Blumfield Elementary School","10310 Mockingbird Drive",Omaha,NE,68127,"(402) 331-0891",active,,05/01/2023,,,,,,
3060300,3060300,"BluStone Homes ","801 G Street","South Sioux City",NE,68776,"(402) 412-2462",active,,03/11/2020,,,,,,
1111342,1111342,"BNSF Railway","2400 Lou Menk Dr","Fort Worth",TX,76131,309-345-6261,inactive,,10/20/2016,,,,,,
1352986,1352986,"Bobcat of Omaha","8701 South 145th Street",Omaha,NE,68138,"(402) 895-6660",active,,08/08/2017,,,,,,
1110919,1110919,Bomgaars,"660 Highway 75",Tekamah,NE,68061,402-374-2399,active,,10/20/2016,,,,,,
